System,Iteration,NoiseType,NoiseLevel,Miner,Precision,LogFitness,Generalization,Simplicity
Sepsis,5,i,1.0,heuristic,0.6318435754189944,0.9037949053644816,0.7096477112283368,0.44781144781144777
Sepsis,5,i,1.0,inductive,0.16347040383551537,0.9999897812158309,0.727927974810868,0.6108597285067874
Sepsis,5,i,1.5,alpha,0.16105274000824066,0.30680419297609557,0.4092529593878388,0.5454545454545454
Sepsis,5,i,1.5,heuristic,0.5422891077422449,0.8989294996024699,0.5759378526254768,0.4530386740331491
Sepsis,5,i,1.5,inductive,0.1527661335300362,1.0,0.644905275299577,0.5945017182130584
Sepsis,5,i,2.0,alpha,0.12159272076836336,0.27650287701293086,0.3565847249956363,0.7752808988764045
Sepsis,5,i,2.0,heuristic,0.5146497707144607,0.8983967746163117,0.5242369793215949,0.45905707196029777
Sepsis,5,i,2.0,inductive,0.13844414333864874,0.9998164343405,0.6162809982217509,0.6022727272727273
Sepsis,5,s,0.5,alpha,0.25767454974799986,0.23146751494506912,0.6367483651933051,0.6888888888888889
Sepsis,5,s,0.5,heuristic,0.619938815907864,0.8999973504245316,0.7410862878466895,0.4357142857142857
Sepsis,5,s,0.5,inductive,0.15866783879294344,1.0,0.8275647746822818,0.6119402985074627
Sepsis,5,s,1.0,alpha,0.16991183381022168,0.15383875999151397,0.4979491538959021,1.0
Sepsis,5,s,1.0,heuristic,0.5981926738744554,0.9013880963815912,0.6670960652033009,0.43973941368078173
Sepsis,5,s,1.0,inductive,0.1536889587088237,1.0,0.7442922658992241,0.6329588014981274
Sepsis,5,s,1.5,alpha,0.15479495602416027,0.14516241055157802,0.40618333106078974,0.9642857142857141
Sepsis,5,s,1.5,heuristic,0.564754471051834,0.8936172361382992,0.5814120836528451,0.44159544159544156
Sepsis,5,s,1.5,inductive,0.12739349211673934,1.0,0.6722316976904205,0.625
Sepsis,5,s,2.0,alpha,0.14820225631036443,0.14558327951077354,0.39420559032850877,0.9666666666666668
Sepsis,5,s,2.0,heuristic,0.5672012081116065,0.893740218797496,0.5480474440884406,0.4414893617021276
Sepsis,5,s,2.0,inductive,0.14590656178346706,1.0,0.685005839867514,0.6283185840707964
Sepsis,5,o,0.5,alpha,0.4433914793693392,0.2594164932621358,0.9131789227698267,0.45833333333333337
Sepsis,5,o,0.5,heuristic,0.7052939876215738,0.8999149714329187,0.838502205523554,0.4365079365079365
Sepsis,5,o,0.5,inductive,0.2830025997099821,1.0,0.9010925377708363,0.6111111111111112
Sepsis,5,o,1.0,alpha,0.4429923766440479,0.2594164932621358,0.9131789227698267,0.45833333333333337
Sepsis,5,o,1.0,heuristic,0.801781389171029,0.889069438794323,0.8281640152335802,0.444015444015444
Sepsis,5,o,1.0,inductive,0.2831572827457359,1.0,0.9010925377708363,0.6111111111111112
Sepsis,5,o,1.5,alpha,0.4429923766440479,0.2594164932621358,0.9131789227698267,0.45833333333333337
Sepsis,5,o,1.5,heuristic,0.801765900922019,0.8889861077464503,0.8260598121742877,0.4406130268199233
Sepsis,5,o,1.5,inductive,0.2836266478527286,1.0,0.9010925377708363,0.6111111111111112
Sepsis,5,o,2.0,alpha,0.44276982332747217,0.28481860576751084,0.9131789227698267,0.45098039215686275
Sepsis,5,o,2.0,heuristic,0.8016884233565231,0.8888374101436215,0.8313659727765456,0.4406130268199233
Sepsis,5,o,2.0,inductive,0.2774892667654062,1.0,0.9010955312272398,0.6054421768707484
Sepsis,5,i-a-o-s,0.5,alpha,0.2663946371320315,0.20637532288716515,0.6959528738952343,0.7368421052631579
Sepsis,5,i-a-o-s,0.5,heuristic,0.7527421699484604,0.8908706701957286,0.7811900934112844,0.43795620437956206
Sepsis,5,i-a-o-s,0.5,inductive,0.18820936403321065,1.0,0.8379684631416797,0.6216216216216216
Sepsis,5,i-a-o-s,1.0,alpha,0.23121423829545096,0.19716755675860215,0.5219607305573395,0.7959183673469388
Sepsis,5,i-a-o-s,1.0,heuristic,0.7142939249382149,0.8915471446553901,0.7206224538371369,0.4452054794520548
Sepsis,5,i-a-o-s,1.0,inductive,0.1584781500849919,1.0,0.7259969897606666,0.6373056994818652
Sepsis,5,i-a-o-s,1.5,alpha,0.23121423829545096,0.2089901662831316,0.5039618163124046,0.7735849056603775
Sepsis,5,i-a-o-s,1.5,heuristic,0.6220317153666586,0.9002921472558256,0.7168462197550924,0.4375
Sepsis,5,i-a-o-s,1.5,inductive,0.15761356843992824,1.0,0.7235604087577295,0.6363636363636362
Sepsis,5,i-a-o-s,2.0,alpha,0.20385183533543294,0.20806349490500847,0.40597063040490666,0.8360655737704916
Sepsis,5,i-a-o-s,2.0,heuristic,0.5976686413147334,0.9016421872856513,0.6696077800478454,0.4433656957928803
Sepsis,5,i-a-o-s,2.0,inductive,0.17659763886200885,1.0,0.6981239899773474,0.6551724137931035
Sepsis,6,a,0.5,alpha,0.4426422388436003,0.265812763473381,0.913169109041765,0.4782608695652174
Sepsis,6,a,0.5,heuristic,0.70773812806795,0.8967496277322057,0.8415198041963897,0.4331983805668016
Sepsis,6,a,0.5,inductive,0.25377166127373807,1.0,0.8864145885803377,0.6216216216216216
Sepsis,6,a,1.0,alpha,0.44241915161696765,0.2657850536170355,0.9131617538572921,0.4782608695652174
Sepsis,6,a,1.0,heuristic,0.7078924162257496,0.8967179002136578,0.8416786665820035,0.4331983805668016
Sepsis,6,a,1.0,inductive,0.24702759904702076,1.0,0.8776633237423737,0.6103896103896105
Sepsis,6,a,1.5,alpha,0.5319220713502573,0.25307241883296044,0.9131476750152273,0.45833333333333337
Sepsis,6,a,1.5,heuristic,0.7236903831118061,0.8968158603233212,0.8309000462639792,0.432
Sepsis,6,a,1.5,inductive,0.2601914049026314,1.0,0.8589205461087808,0.6097560975609756
Sepsis,6,a,2.0,alpha,0.5315133131108865,0.25321402430098083,0.9130681047268094,0.45833333333333337
Sepsis,6,a,2.0,heuristic,0.7238556980502555,0.8968714739202726,0.8312448244471367,0.432
Sepsis,6,a,2.0,inductive,0.2601709241721408,1.0,0.8621093901251037,0.6097560975609756
Sepsis,6,i,0.5,alpha,0.25842975206611574,0.22254998098169226,0.6087880521154216,0.6226415094339623
Sepsis,6,i,0.5,heuristic,0.6339130001494843,0.8967479418861901,0.7601678254086046,0.4349442379182156
Sepsis,6,i,0.5,inductive,0.20077999694493243,1.0,0.8133936560198984,0.6237623762376238
Sepsis,6,i,1.0,alpha,0.248021735438954,0.20760155150112258,0.49679580209344276,0.6666666666666666
Sepsis,6,i,1.0,heuristic,0.6750151659589219,0.8997847215091159,0.691218164339591,0.4391891891891892
Sepsis,6,i,1.0,inductive,0.14444687175209692,0.9999556625841834,0.7862709670356988,0.6124031007751939
Sepsis,6,i,1.5,alpha,0.17140438884416098,0.18064771425523274,0.4383511578869388,0.9148936170212765
Sepsis,6,i,1.5,heuristic,0.6650113969391078,0.901102927214801,0.6676378370898137,0.43870967741935485
Sepsis,6,i,1.5,inductive,0.13938212679752604,1.0,0.7467433442322082,0.6028880866425993
Sepsis,6,i,2.0,alpha,0.1837480974876955,0.17150130415736592,0.4392582804475228,0.8245614035087718
Sepsis,6,i,2.0,heuristic,0.6864873430257894,0.9036371314326976,0.636855338847615,0.43452380952380953
Sepsis,6,i,2.0,inductive,0.1287765986780427,1.0,0.7133816707945252,0.5944055944055945
Sepsis,6,s,0.5,alpha,0.3756508095000357,0.2429984377341492,0.664144940325749,0.5849056603773586
Sepsis,6,s,0.5,heuristic,0.8070175438596492,0.8854619543651974,0.7599255883464417,0.43795620437956206
Sepsis,6,s,0.5,inductive,0.1633378494529668,1.0,0.8347288346827765,0.6080402010050251
Sepsis,6,s,1.0,alpha,0.3250231410058624,0.24301706442833454,0.5732318815190944,0.6363636363636362
Sepsis,6,s,1.0,heuristic,0.7593021377416402,0.8890635264085247,0.6995455949609968,0.44295302013422816
Sepsis,6,s,1.0,inductive,0.14379151198032303,0.999983408119697,0.8066796274189669,0.6000000000000001
Sepsis,6,s,1.5,alpha,0.28752596479720127,0.25401444132148016,0.4978107549334646,0.6231884057971013
Sepsis,6,s,1.5,heuristic,0.7266708247373219,0.8889737884835096,0.6459013294236076,0.44171779141104295
Sepsis,6,s,1.5,inductive,0.14451117259248947,0.9999836575790697,0.7741403365212373,0.6033755274261603
Sepsis,6,s,2.0,alpha,0.2440269079099977,0.303217143159535,0.43506098868802856,0.5955056179775281
Sepsis,6,s,2.0,heuristic,0.7202079505221172,0.8842644067661095,0.5980562670644708,0.4476744186046512
Sepsis,6,s,2.0,inductive,0.23823513898412363,1.0,0.7055470338317928,0.6095617529880478
Sepsis,6,o,0.5,alpha,0.4423819922728036,0.2583399305289884,0.9131789227698267,0.43999999999999995
Sepsis,6,o,0.5,heuristic,0.799298792364628,0.885606601694405,0.8299473858767595,0.4409448818897638
Sepsis,6,o,0.5,inductive,0.25501756582837665,1.0,0.9024564072028467,0.6164383561643836
Sepsis,6,o,1.0,alpha,0.4423819922728036,0.2582820586807516,0.9131789227698267,0.43999999999999995
Sepsis,6,o,1.0,heuristic,0.7992831541218638,0.8855670996731875,0.829948910366197,0.4409448818897638
Sepsis,6,o,1.0,inductive,0.2548703931061641,1.0,0.9024564072028467,0.6164383561643836
Sepsis,6,o,1.5,alpha,0.4423819922728036,0.2582820586807516,0.9131789227698267,0.43999999999999995
Sepsis,6,o,1.5,heuristic,0.7991736181492165,0.8855004897648548,0.8316532921552535,0.4409448818897638
Sepsis,6,o,1.5,inductive,0.2547829360827131,1.0,0.9024564072028467,0.6164383561643836
Sepsis,6,o,2.0,alpha,0.5320566897249873,0.24580999366866274,0.9131789227698267,0.4230769230769231
Sepsis,6,o,2.0,heuristic,0.8148281576482456,0.8854946582167669,0.8209628479984444,0.43968871595330733
Sepsis,6,o,2.0,inductive,0.30392336199128744,1.0,0.9010955312272398,0.6054421768707484
Sepsis,6,i-a-o-s,0.5,alpha,0.37301699716713876,0.24321246538870955,0.6957523165641502,0.5172413793103449
Sepsis,6,i-a-o-s,0.5,heuristic,0.6281025923883067,0.9033666410348387,0.792886001313161,0.43609022556390975
Sepsis,6,i-a-o-s,0.5,inductive,0.19230352939054196,1.0,0.8477809087770269,0.6274509803921569
Sepsis,6,i-a-o-s,1.0,alpha,0.3723283793347487,0.24419427667425986,0.664119028988229,0.540983606557377
Sepsis,6,i-a-o-s,1.0,heuristic,0.6402466069369289,0.9028858339575356,0.7836787002900976,0.4349442379182156
Sepsis,6,i-a-o-s,1.0,inductive,0.1853505743197046,1.0,0.8367353814947569,0.6231884057971013
Sepsis,6,i-a-o-s,1.5,alpha,0.3219706242350061,0.2146409910282348,0.664119028988229,0.607843137254902
Sepsis,6,i-a-o-s,1.5,heuristic,0.6412240903834179,0.9027635982218578,0.7767702430690782,0.43795620437956206
Sepsis,6,i-a-o-s,1.5,inductive,0.1851946819831023,1.0,0.8367556826369322,0.6231884057971013
Sepsis,6,i-a-o-s,2.0,alpha,0.34095083738519716,0.2145186057692373,0.5846206580107965,0.6666666666666666
Sepsis,6,i-a-o-s,2.0,heuristic,0.6659199586438633,0.9022509761016004,0.729568776249506,0.4344827586206897
Sepsis,6,i-a-o-s,2.0,inductive,0.1593698812273403,1.0,0.7897676510593542,0.6318407960199005
Sepsis,7,a,0.5,alpha,0.5323710644044906,0.25299426414972015,0.9128943596602663,0.45833333333333337
Sepsis,7,a,0.5,heuristic,0.7212308336385996,0.8968113360902562,0.829880800690212,0.432
Sepsis,7,a,0.5,inductive,0.25327193545273363,1.0,0.858929929871078,0.605095541401274
Sepsis,7,a,1.0,alpha,0.5323710644044906,0.2530436484211592,0.9128887634770314,0.45833333333333337
Sepsis,7,a,1.0,heuristic,0.7202991006065677,0.8972447833002118,0.8300155200145563,0.432
Sepsis,7,a,1.0,inductive,0.2536326558434919,1.0,0.8644328862537921,0.605095541401274
Sepsis,7,a,1.5,alpha,0.5314738350046346,0.25312137191588724,0.9128821322822404,0.45833333333333337
Sepsis,7,a,1.5,heuristic,0.7212866108786611,0.8968603517400022,0.8348810432887414,0.432
Sepsis,7,a,1.5,inductive,0.25334742776603236,1.0,0.8777902290372239,0.605095541401274
Sepsis,7,a,2.0,alpha,0.5310658359993266,0.2532223288748226,0.9128638878268862,0.45833333333333337
Sepsis,7,a,2.0,heuristic,0.72121878435684,0.8965945137218159,0.8358721941945224,0.432
Sepsis,7,a,2.0,inductive,0.25322953301237183,1.0,0.8836094117358719,0.605095541401274
Sepsis,7,i,0.5,alpha,0.322594475408832,0.19434923714885738,0.6959552220829125,0.7073170731707318
Sepsis,7,i,0.5,heuristic,0.6164247723789777,0.8936070972798689,0.7656065835106591,0.44029850746268656
Sepsis,7,i,0.5,inductive,0.22150832575543,1.0,0.8267321839984895,0.6304347826086957
Sepsis,7,i,1.0,alpha,0.3633174210617127,0.1798570106733317,0.6643270075224074,0.607843137254902
Sepsis,7,i,1.0,heuristic,0.650057746246494,0.8968701856324438,0.7503413291145956,0.4420289855072464
Sepsis,7,i,1.0,inductive,0.23050844107065194,1.0,0.8165189011657872,0.6296296296296295
Sepsis,7,i,1.5,alpha,0.2629016147827534,0.1386346455410477,0.541448433868746,0.7777777777777779
Sepsis,7,i,1.5,heuristic,0.6,0.8972160846291568,0.7086506330012408,0.436426116838488
Sepsis,7,i,1.5,inductive,0.21660096063590617,1.0,0.770014795606211,0.6379310344827587
Sepsis,7,i,2.0,alpha,0.2697065066237283,0.1329446281687281,0.37800232301340264,0.9047619047619049
Sepsis,7,i,2.0,heuristic,0.6474875140148812,0.8927582008821414,0.5895848376837509,0.4636871508379888
Sepsis,7,i,2.0,inductive,0.14720029714922467,1.0,0.6863983103986662,0.6346749226006192
Sepsis,7,s,0.5,alpha,0.30490394825755385,0.29979264408521533,0.5621034838392973,0.6000000000000001
Sepsis,7,s,0.5,heuristic,0.735349593495935,0.8802467691545438,0.6983110836732289,0.44250871080139376
Sepsis,7,s,0.5,inductive,0.26363636363636367,1.0,0.7704276464393507,0.6231884057971013
Sepsis,7,s,1.0,alpha,0.21946843576584474,0.29514168610332286,0.42603163193143,0.6000000000000001
Sepsis,7,s,1.0,heuristic,0.7210880600308982,0.8832978288468574,0.621705586890658,0.4444444444444444
Sepsis,7,s,1.0,inductive,0.13334914665233943,1.0,0.6953959502409525,0.6245210727969348
Sepsis,7,s,1.5,alpha,0.19459859415464298,0.27799478940063077,0.3860084028827919,0.5887850467289719
Sepsis,7,s,1.5,heuristic,0.5679458239277653,0.89228370754173,0.5340245012368567,0.4453333333333333
Sepsis,7,s,1.5,inductive,0.11578964888378473,1.0,0.6555464459939422,0.610738255033557
Sepsis,7,s,2.0,alpha,0.1619707467282525,0.27409980899923003,0.3110740460783151,0.6833333333333333
Sepsis,7,s,2.0,heuristic,0.5618699233826834,0.8922408660683221,0.4737366609864203,0.46282973621103113
Sepsis,7,s,2.0,inductive,0.09768809094871977,1.0,0.6095241078173348,0.6149732620320856
Sepsis,7,o,0.5,alpha,0.4426422388436003,0.2913919233659053,0.9131789227698267,0.4693877551020408
Sepsis,7,o,0.5,heuristic,0.7153398058252427,0.8966759069350083,0.8415124404334123,0.4331983805668016
Sepsis,7,o,0.5,inductive,0.25788498288195183,1.0,0.9010955312272398,0.6111111111111112
Sepsis,7,o,1.0,alpha,0.44243186582809224,0.2913919233659053,0.9131789227698267,0.4693877551020408
Sepsis,7,o,1.0,heuristic,0.7990490295424428,0.8853827152487087,0.8312442118750546,0.4409448818897638
Sepsis,7,o,1.0,inductive,0.2582306843840775,1.0,0.9010955312272398,0.6111111111111112
Sepsis,7,o,1.5,alpha,0.44243186582809224,0.2878986723212826,0.9131789227698267,0.46153846153846156
Sepsis,7,o,1.5,heuristic,0.80546875,0.8852947438905201,0.8312639890034009,0.4409448818897638
Sepsis,7,o,1.5,inductive,0.2779429792088942,1.0,0.8996779520859828,0.5945945945945946
Sepsis,7,o,2.0,alpha,0.40447715424716346,0.24939221364862552,0.9131789227698267,0.45098039215686275
Sepsis,7,o,2.0,heuristic,0.7200892857142858,0.8961939924597022,0.8433338337855262,0.4331983805668016
Sepsis,7,o,2.0,inductive,0.282636933087307,1.0,0.8996779520859828,0.5945945945945946
Sepsis,7,i-a-o-s,0.5,alpha,0.3030669198457909,0.2826785892361297,0.6353029130763534,0.5151515151515151
Sepsis,7,i-a-o-s,0.5,heuristic,0.6536164565361646,0.8926621443112763,0.7495809532736315,0.43911439114391143
Sepsis,7,i-a-o-s,0.5,inductive,0.18080824068409995,1.0,0.8189788443917443,0.6111111111111112
Sepsis,7,i-a-o-s,1.0,alpha,0.3030843595350443,0.29719357579943945,0.6088301546813983,0.5068493150684932
Sepsis,7,i-a-o-s,1.0,heuristic,0.6624422920249842,0.8926704163770889,0.7404407606843837,0.43795620437956206
Sepsis,7,i-a-o-s,1.0,inductive,0.18732655154499556,1.0,0.8107203145202322,0.6108597285067874
Sepsis,7,i-a-o-s,1.5,alpha,0.30297975149562817,0.3394682573800259,0.5961894783101891,0.48780487804878053
Sepsis,7,i-a-o-s,1.5,heuristic,0.6736952622599414,0.8925823454452115,0.7360603092198796,0.4368231046931408
Sepsis,7,i-a-o-s,1.5,inductive,0.18506947582224176,1.0,0.7971878124558154,0.6069868995633187
Sepsis,7,i-a-o-s,2.0,alpha,0.24265299066497636,0.2012071262081423,0.5520249568551153,0.6190476190476191
Sepsis,7,i-a-o-s,2.0,heuristic,0.641399416909621,0.8925400475191045,0.7194666401531571,0.43462897526501765
Sepsis,7,i-a-o-s,2.0,inductive,0.18297105743475484,1.0,0.7510025136316502,0.6183206106870228
Sepsis,8,a,0.5,alpha,0.4426422388436003,0.2659388882306775,0.9131448548507365,0.4782608695652174
Sepsis,8,a,0.5,heuristic,0.704330512692882,0.8967389048502876,0.8414649857603088,0.4331983805668016
Sepsis,8,a,0.5,inductive,0.25163621252871304,1.0,0.8807199909568221,0.6158940397350994
Sepsis,8,a,1.0,alpha,0.44228024515154063,0.2659830004817021,0.9131377113052177,0.4782608695652174
Sepsis,8,a,1.0,heuristic,0.7043969431830768,0.8967320674500294,0.8423362439553561,0.4331983805668016
Sepsis,8,a,1.0,inductive,0.24469190294086263,1.0,0.8552561496898813,0.6149068322981366
Sepsis,8,a,1.5,alpha,0.441835108613604,0.2661407970926886,0.9131339497277173,0.4782608695652174
Sepsis,8,a,1.5,heuristic,0.7047915162955971,0.897096553033652,0.8431837264366332,0.4331983805668016
Sepsis,8,a,1.5,inductive,0.24611537272752815,1.0,0.8649714916432338,0.6149068322981366
Sepsis,8,a,2.0,alpha,0.44165968147527246,0.2661181686014073,0.9128449715212857,0.4782608695652174
Sepsis,8,a,2.0,heuristic,0.7058398220244717,0.8965991196793796,0.8434292315003336,0.4331983805668016
Sepsis,8,a,2.0,inductive,0.24659083237696622,1.0,0.8700356701869538,0.6149068322981366
Sepsis,8,i,0.5,alpha,0.19427025697774503,0.28338959214874093,0.5623883057363586,0.5492957746478873
Sepsis,8,i,0.5,heuristic,0.6673982270419141,0.9003580949994807,0.7502356412369904,0.42957746478873243
Sepsis,8,i,0.5,inductive,0.2002355938209296,1.0,0.7756543895071865,0.6140350877192983
Sepsis,8,i,1.0,alpha,0.1633074935400517,0.15781721591346692,0.5000321727062456,0.8076923076923077
Sepsis,8,i,1.0,heuristic,0.6979762088676039,0.9032338667078561,0.6703559309447678,0.444794952681388
Sepsis,8,i,1.0,inductive,0.1929216944364076,0.9999883754722464,0.7557792917279575,0.6150943396226415
Sepsis,8,i,1.5,alpha,0.1633074935400517,0.15392888492822637,0.44288589306028936,0.7966101694915255
Sepsis,8,i,1.5,heuristic,0.7286628125748298,0.9037082948840858,0.6442115455291126,0.4407294832826748
Sepsis,8,i,1.5,inductive,0.16688484659020597,1.0,0.705304378545162,0.603238866396761
Sepsis,8,i,2.0,alpha,0.1695256503181123,0.16376677081765562,0.39568798024360485,1.0
Sepsis,8,i,2.0,heuristic,0.7104043265516353,0.9033504005661526,0.5928586162260607,0.4486486486486486
Sepsis,8,i,2.0,inductive,0.15126560056177984,1.0,0.6580110358114437,0.5972696245733788
Sepsis,8,s,0.5,alpha,0.3258513931888545,0.22907182346202087,0.6355985852467239,0.5384615384615384
Sepsis,8,s,0.5,heuristic,0.6546459150533552,0.8997458761076453,0.7454361060432895,0.42960288808664254
Sepsis,8,s,0.5,inductive,0.1897097534538823,0.9999753576225034,0.8127234153691124,0.6150234741784038
Sepsis,8,s,1.0,alpha,0.2088427731147975,0.2005848557145401,0.5338061649452521,0.5
Sepsis,8,s,1.0,heuristic,0.6466682569974554,0.9010885844228564,0.6710783975081197,0.4340836012861736
Sepsis,8,s,1.0,inductive,0.15549758103132272,0.9999763263180322,0.7813471083405159,0.6170212765957447
Sepsis,8,s,1.5,alpha,0.2445127770119817,0.14558068337156788,0.49833468770156797,0.826086956521739
Sepsis,8,s,1.5,heuristic,0.60809906291834,0.9047164800201497,0.6627613991380642,0.42769230769230765
Sepsis,8,s,1.5,inductive,0.16910788712203673,1.0,0.7140564640855787,0.5922330097087379
Sepsis,8,s,2.0,alpha,0.21658927549138096,0.14580381303122508,0.4234098679370688,0.9574468085106385
Sepsis,8,s,2.0,heuristic,0.5889059618930548,0.8981321455464952,0.6009830812559106,0.4301994301994302
Sepsis,8,s,2.0,inductive,0.1382286944786778,1.0,0.692171469993029,0.6156351791530945
Sepsis,8,o,0.5,alpha,0.4422431161853593,0.26588961197193384,0.9131789227698267,0.4782608695652174
Sepsis,8,o,0.5,heuristic,0.799173940149626,0.8855058928709845,0.8312091068587277,0.4409448818897638
Sepsis,8,o,0.5,inductive,0.25772282839733596,1.0,0.9024534736155712,0.6223776223776223
Sepsis,8,o,1.0,alpha,0.4422431161853593,0.26588961197193384,0.9131789227698267,0.4782608695652174
Sepsis,8,o,1.0,heuristic,0.7991426344505066,0.885400620890195,0.83114597122924,0.4409448818897638
Sepsis,8,o,1.0,inductive,0.2583637415713088,1.0,0.9024534736155712,0.6223776223776223
Sepsis,8,o,1.5,alpha,0.44202047323376403,0.26588961197193384,0.9131789227698267,0.4782608695652174
Sepsis,8,o,1.5,heuristic,0.7990176970452951,0.885308197848282,0.8314377450478407,0.4409448818897638
Sepsis,8,o,1.5,inductive,0.25842563945112307,1.0,0.9024534736155712,0.6223776223776223
Sepsis,8,o,2.0,alpha,0.44202047323376403,0.26588961197193384,0.9131789227698267,0.4782608695652174
Sepsis,8,o,2.0,heuristic,0.7073372715729034,0.8964852262530445,0.8427012722915225,0.4331983805668016
Sepsis,8,o,2.0,inductive,0.2584801053333884,1.0,0.9024534736155712,0.6223776223776223
Sepsis,8,i-a-o-s,0.5,alpha,0.2809171147407934,0.20753289730999513,0.7452096090574626,0.7499999999999999
Sepsis,8,i-a-o-s,0.5,heuristic,0.7749186407326119,0.8856177074196385,0.7727436360307282,0.4444444444444444
Sepsis,8,i-a-o-s,0.5,inductive,0.19194997588058405,1.0,0.7963076037560803,0.6046511627906977
Sepsis,8,i-a-o-s,1.0,alpha,0.2458346897102779,0.1995681082077051,0.6193887022211153,0.7948717948717947
Sepsis,8,i-a-o-s,1.0,heuristic,0.7779085872576177,0.8926046369464828,0.7261878675093963,0.45517241379310347
Sepsis,8,i-a-o-s,1.0,inductive,0.1911989045917507,1.0,0.7443326777122954,0.6097560975609756
Sepsis,8,i-a-o-s,1.5,alpha,0.2312618331662769,0.21139826933283,0.5717408638452982,0.8095238095238095
Sepsis,8,i-a-o-s,1.5,heuristic,0.7887945223517019,0.8917932807382289,0.7111608689274345,0.4527027027027027
Sepsis,8,i-a-o-s,1.5,inductive,0.18203795525875432,1.0,0.7214328555801823,0.6000000000000001
Sepsis,8,i-a-o-s,2.0,alpha,0.2711685848982064,0.17795856269225052,0.50527187322189,0.8695652173913044
Sepsis,8,i-a-o-s,2.0,heuristic,0.8029626874922524,0.8863912295163177,0.6664279057089997,0.46103896103896097
Sepsis,8,i-a-o-s,2.0,inductive,0.20621450712957223,1.0,0.7171923760226968,0.6195121951219513
Sepsis,9,a,0.5,alpha,0.44241915161696765,0.2658757971638033,0.9131003847474769,0.4782608695652174
Sepsis,9,a,0.5,heuristic,0.7049515905947441,0.896844359459857,0.8419713027002486,0.4331983805668016
Sepsis,9,a,0.5,inductive,0.28335991841430885,1.0,0.8830458956889815,0.6054421768707484
Sepsis,9,a,1.0,alpha,0.4421962891444883,0.2658442781432449,0.9130136553522337,0.4782608695652174
Sepsis,9,a,1.0,heuristic,0.7056116224908506,0.8967041899106614,0.8423349768631169,0.4331983805668016
Sepsis,9,a,1.0,inductive,0.2837184942716857,1.0,0.8947351473230845,0.6054421768707484
Sepsis,9,a,1.5,alpha,0.44197365108668285,0.2658674604824223,0.9130064660229104,0.4782608695652174
Sepsis,9,a,1.5,heuristic,0.7042206713193753,0.897134197002913,0.8410339016972533,0.4331983805668016
Sepsis,9,a,1.5,inductive,0.2783124087966624,1.0,0.8823131734265496,0.6000000000000001
Sepsis,9,a,2.0,alpha,0.4428152492668622,0.265797053956762,0.9129887866970572,0.4782608695652174
Sepsis,9,a,2.0,heuristic,0.7057225241211046,0.8965721686266657,0.841513548141867,0.4331983805668016
Sepsis,9,a,2.0,inductive,0.24484444719532306,1.0,0.8671418622836566,0.6149068322981366
Sepsis,9,i,0.5,alpha,0.1627273661494194,0.23871818414799306,0.503826939366469,0.6721311475409836
Sepsis,9,i,0.5,heuristic,0.61267448601882,0.9000990184939308,0.7187391398261855,0.42857142857142855
Sepsis,9,i,0.5,inductive,0.14442347618907936,0.9999648212355892,0.7619066838541281,0.6244541484716157
Sepsis,9,i,1.0,alpha,0.13921931447704639,0.19368234767805187,0.4139990518963521,0.7142857142857143
Sepsis,9,i,1.0,heuristic,0.579381929700401,0.9008374550573295,0.6743845162283714,0.4230769230769231
Sepsis,9,i,1.0,inductive,0.13276789848632575,0.9999538268147455,0.7098266439182903,0.6091954022988506
Sepsis,9,i,1.5,alpha,0.16229135345591916,0.17798561554059644,0.35494880316977373,0.6444444444444444
Sepsis,9,i,1.5,heuristic,0.590887661637931,0.9035136345308474,0.613308903644527,0.4235294117647059
Sepsis,9,i,1.5,inductive,0.15322116188482715,1.0,0.6677837975645204,0.6137931034482758
Sepsis,9,i,2.0,alpha,0.19267763901187818,0.15877640440448526,0.3193945020912764,0.7590361445783131
Sepsis,9,i,2.0,heuristic,0.5966955249359834,0.9035475380200872,0.5617965314276061,0.4247311827956989
Sepsis,9,i,2.0,inductive,0.14263825386457651,1.0,0.6331656533596881,0.6102236421725239
Sepsis,9,s,0.5,alpha,0.37423531085502915,0.2501450295299229,0.7305406889142073,0.56
Sepsis,9,s,0.5,heuristic,0.7159253945480631,0.9001333707104613,0.8005358991084308,0.43295019157088127
Sepsis,9,s,0.5,inductive,0.1891044614345626,1.0,0.8461661483126196,0.6129032258064515
Sepsis,9,s,1.0,alpha,0.3424293386860522,0.2503665768158675,0.5411666820806986,0.6603773584905661
Sepsis,9,s,1.0,heuristic,0.6973735182459131,0.9004877239253983,0.7352930660699986,0.425531914893617
Sepsis,9,s,1.0,inductive,0.18476564124079176,1.0,0.7639246156459719,0.5909090909090908
Sepsis,9,s,1.5,alpha,0.3434541299379693,0.2792258782617647,0.5033278967476746,0.5402298850574713
Sepsis,9,s,1.5,heuristic,0.7148977004009733,0.9000308347467327,0.636876448645767,0.42857142857142855
Sepsis,9,s,1.5,inductive,0.14353737304703906,1.0,0.7585607204616458,0.59375
Sepsis,9,s,2.0,alpha,0.39558509971152644,0.22198090530513703,0.4813627222120307,0.5802469135802469
Sepsis,9,s,2.0,heuristic,0.7130389475055361,0.9003459047764407,0.5984766544274389,0.42857142857142855
Sepsis,9,s,2.0,inductive,0.13785336503966705,1.0,0.7511762065641325,0.5873015873015873
Sepsis,9,o,0.5,alpha,0.4422431161853593,0.2721996972393094,0.9131789227698267,0.3870967741935484
